sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is backhand_index_pointing_down [EM] house.,This is low ceiling.,U+1F447 U+1F3E0,1,0,HEIGHT,754.png,👇🏠,"['noto-emoji/png/512/emoji_u1f447.png', 'noto-emoji/png/512/emoji_u1f3e0.png']"
This is chart_decreasing [EM] chart_decreasing.,This is low ceiling.,U+1F4C9 U+1F4C9,1,3,HEIGHT,755.png,📉📉,"['noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u1f4c9.png']"
This is down-right_arrow [EM] houses.,This is low ceiling.,U+2198 U+FE0F U+20 U+1F3D8 U+FE0F,1,0,HEIGHT,756.png,↘️ 🏘️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f3d8.png']"
This is down_arrow [EM] TOP_arrow.,This is low ceiling.,U+2B07 U+FE0F U+1F51D,1,0,HEIGHT,757.png,⬇️🔝,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1f51d.png']"
This is bank.,This is low ceiling.,U+1F3E6,1,4,HEIGHT,758.png,🏦,['noto-emoji/png/512/emoji_u1f3e6.png']
This is house [EM] collision.,This is low ceiling.,U+1F3E0 U+1F4A5,1,0,HEIGHT,759.png,🏠💥,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f4a5.png']"
This is red_triangle_pointed_down [EM] office_building.,This is low ceiling.,U+1F53B U+1F3E2,1,0,HEIGHT,760.png,🔻🏢,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1f3e2.png']"
This is down-right_arrow [EM] woman_bowing.,This is low bow.,U+2198 U+FE0F U+1F647 U+200D U+2640 U+FE0F,1,0,HEIGHT,761.png,↘️🙇‍♀️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is ribbon [EM] backhand_index_pointing_down.,This is low bow.,U+1F380 U+1F447,1,1,HEIGHT,762.png,🎀👇,"['noto-emoji/png/512/emoji_u1f380.png', 'noto-emoji/png/512/emoji_u1f447.png']"
This is woman_bowing [EM] person_bowing [EM] man_bowing.,This is low bow.,U+1F647 U+200D U+2640 U+FE0F U+1F647 U+1F647 U+200D U+2642 U+FE0F,1,2,HEIGHT,763.png,🙇‍♀️🙇🙇‍♂️,"['noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2642.png']"
This is down-right_arrow [EM] person_bowing [EM] woman_bowing [EM] man_bowing.,This is low bow.,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,1,0,HEIGHT,764.png,↘️🙇🙇‍♀️🙇‍♂️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2642.png']"
This is down_arrow [EM] man_bowing.,This is low bow.,U+2B07 U+FE0F U+1F647 U+200D U+2642 U+FE0F,1,0,HEIGHT,765.png,⬇️🙇‍♂️,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2642.png']"
This is woman_bowing.,This is low bow.,U+1F647 U+200D U+2640 U+FE0F,1,4,HEIGHT,766.png,🙇‍♀️,"['noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is woman_bowing [EM] man_bowing.,This is low bow.,U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,1,2,HEIGHT,767.png,🙇‍♀️🙇‍♂️,"['noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u2642.png']"
This is red_triangle_pointed_down [EM] woman_bowing_light_skin_tone.,This is low bow.,U+1F53B U+1F647 U+1F3FB U+200D U+2640 U+FE0F,1,0,HEIGHT,768.png,🔻🙇🏻‍♀️,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1f647.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is down-right_arrow [EM] national_park.,This is low reservoir.,U+2198 U+FE0F U+1F3DE U+FE0F,1,0,DEGREE,769.png,↘️🏞️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f3de.png']"
This is national_park [EM] down_arrow.,This is low reservoir.,U+1F3DE U+FE0F U+2B07 U+FE0F,1,0,DEGREE,770.png,🏞️⬇️,"['noto-emoji/png/512/emoji_u1f3de.png', 'noto-emoji/png/512/emoji_u2b07.png']"
This is sweat_droplets [EM] prohibited [EM] prohibited.,This is low reservoir.,U+1F4A6 U+1F6AB U+1F6AB,1,1,DEGREE,771.png,💦🚫🚫,"['noto-emoji/png/512/emoji_u1f4a6.png', 'noto-emoji/png/512/emoji_u1f6ab.png', 'noto-emoji/png/512/emoji_u1f6ab.png']"
This is down-right_arrow [EM] mount_fuji.,This is low reservoir.,U+2198 U+FE0F U+20 U+1F5FB,1,0,DEGREE,772.png,↘️ 🗻,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f5fb.png']"
This is down_arrow [EM] woman_rowing_boat [EM] water_wave.,This is low reservoir.,U+2B07 U+FE0F U+1F6A3 U+200D U+2640 U+FE0F U+1F30A,1,0,DEGREE,773.png,⬇️🚣‍♀️🌊,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1f6a3.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f30a.png']"
This is national_park [EM] crocodile.,This is low reservoir.,U+1F3DE U+FE0F U+1F40A,1,1,DEGREE,774.png,🏞️🐊,"['noto-emoji/png/512/emoji_u1f3de.png', 'noto-emoji/png/512/emoji_u1f40a.png']"
This is first_quarter_moon_face [EM] down-right_arrow.,This is low reservoir.,U+1F31B U+2198 U+FE0F,1,1,DEGREE,775.png,🌛↘️,"['noto-emoji/png/512/emoji_u1f31b.png', 'noto-emoji/png/512/emoji_u2198.png']"
This is red_triangle_pointed_down [EM] national_park.,This is low reservoir.,U+1F53B U+1F3DE,1,0,DEGREE,776.png,🔻🏞,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1f3de.png']"
This is down-right_arrow [EM] label.,This is low price.,U+2198 U+FE0F U+1F3F7 U+FE0F,1,0,DEGREE,777.png,↘️🏷️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f3f7.png']"
This is chart_decreasing [EM] money_bag [EM] money_bag.,This is low price.,U+1F4C9 U+1F4B0 U+1F4B0,1,0,DEGREE,778.png,📉💰💰,"['noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u1f4b0.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is money-mouth_face [EM] money-mouth_face [EM] money-mouth_face [EM] red_envelope.,This is low price.,U+1F911 U+1F911 U+1F911 U+1F9E7,1,1,DEGREE,779.png,🤑🤑🤑🧧,"['noto-emoji/png/512/emoji_u1f911.png', 'noto-emoji/png/512/emoji_u1f911.png', 'noto-emoji/png/512/emoji_u1f911.png', 'noto-emoji/png/512/emoji_u1f9e7.png']"
This is down-right_arrow [EM] heavy_dollar_sign [EM] money_with_wings.,This is low price.,U+2198 U+FE0F U+1F4B2 U+1F4B8,1,0,DEGREE,780.png,↘️💲💸,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f4b2.png', 'noto-emoji/png/512/emoji_u1f4b8.png']"
This is down_arrow [EM] label [EM] heavy_dollar_sign.,This is low price.,U+2B07 U+FE0F U+1F3F7 U+1F4B2,1,0,DEGREE,781.png,⬇️🏷💲,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1f3f7.png', 'noto-emoji/png/512/emoji_u1f4b2.png']"
This is heavy_dollar_sign [EM] money-mouth_face [EM] money-mouth_face.,This is low price.,U+1F4B2 U+1F911 U+1F911,1,1,DEGREE,782.png,💲🤑🤑,"['noto-emoji/png/512/emoji_u1f4b2.png', 'noto-emoji/png/512/emoji_u1f911.png', 'noto-emoji/png/512/emoji_u1f911.png']"
This is down_arrow [EM] heavy_dollar_sign.,This is low price.,U+2B07 U+FE0F U+1F4B2,1,0,DEGREE,783.png,⬇️💲,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1f4b2.png']"
This is red_triangle_pointed_down [EM] label.,This is low price.,U+1F53B U+1F3F7,1,0,DEGREE,784.png,🔻🏷,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1f3f7.png']"
This is down-right_arrow [EM] couch_and_lamp.,This is low furniture.,U+2198 U+FE0F U+1F6CB U+FE0F,1,0,HEIGHT,785.png,↘️🛋️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f6cb.png']"
This is red_triangle_pointed_down [EM] chair [EM] couch_and_lamp.,This is low furniture.,U+1F53B U+1FA91 U+1F6CB U+FE0F,1,0,HEIGHT,786.png,🔻🪑🛋️,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1fa91.png', 'noto-emoji/png/512/emoji_u1f6cb.png']"
This is chair [EM] chair [EM] down_arrow.,This is low furniture.,U+1FA91 U+1FA91 U+2B07 U+FE0F,1,0,HEIGHT,787.png,🪑🪑⬇️,"['noto-emoji/png/512/emoji_u1fa91.png', 'noto-emoji/png/512/emoji_u1fa91.png', 'noto-emoji/png/512/emoji_u2b07.png']"
This is down-right_arrow [EM] seat [EM] bed.,This is low furniture.,U+2198 U+FE0F U+1F4BA U+1F6CF U+FE0F,1,0,HEIGHT,788.png,↘️💺🛏️,"['noto-emoji/png/512/emoji_u2198.png', 'noto-emoji/png/512/emoji_u1f4ba.png', 'noto-emoji/png/512/emoji_u1f6cf.png']"
This is down_arrow [EM] chair.,This is low furniture.,U+2B07 U+FE0F U+1FA91,1,0,HEIGHT,789.png,⬇️🪑,"['noto-emoji/png/512/emoji_u2b07.png', 'noto-emoji/png/512/emoji_u1fa91.png']"
This is couch_and_lamp.,This is low furniture.,U+1F6CB U+FE0F,1,4,HEIGHT,790.png,🛋️,['noto-emoji/png/512/emoji_u1f6cb.png']
This is cross_mark [EM] bed.,This is low furniture.,U+274C U+1F6CF U+FE0F,1,0,HEIGHT,791.png,❌🛏️,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f6cf.png']"
This is red_triangle_pointed_down [EM] couch_and_lamp.,This is low furniture.,U+1F53B U+1F6CB,1,0,HEIGHT,792.png,🔻🛋,"['noto-emoji/png/512/emoji_u1f53b.png', 'noto-emoji/png/512/emoji_u1f6cb.png']"
This is face_with_medical_mask [EM] face_with_thermometer [EM] face_with_head-bandage.,This is critical illness.,U+1F637 U+1F912 U+1F915,1,2,CRISIS,793.png,😷🤒🤕,"['noto-emoji/png/512/emoji_u1f637.png', 'noto-emoji/png/512/emoji_u1f912.png', 'noto-emoji/png/512/emoji_u1f915.png']"
This is skull_and_crossbones [EM] sneezing_face.,This is critical illness.,U+2620 U+FE0F U+1F927,1,0,CRISIS,794.png,☠️🤧,"['noto-emoji/png/512/emoji_u2620.png', 'noto-emoji/png/512/emoji_u1f927.png']"
This is face_with_head-bandage [EM] health_worker [EM] pill [EM] face_with_medical_mask [EM] microbe [EM] headstone.,This is critical illness.,U+1F915 U+1F9D1 U+200D U+2695 U+FE0F U+1F48A U+1F637 U+1F9A0 U+1FAA6,1,1,CRISIS,795.png,🤕🧑‍⚕️💊😷🦠🪦,"['noto-emoji/png/512/emoji_u1f915.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1f48a.png', 'noto-emoji/png/512/emoji_u1f637.png', 'noto-emoji/png/512/emoji_u1f9a0.png', 'noto-emoji/png/512/emoji_u1faa6.png']"
This is face_vomiting [EM] man_health_worker.,This is critical illness.,U+1F92E U+1F468 U+200D U+2695 U+FE0F,1,1,CRISIS,796.png,🤮👨‍⚕️,"['noto-emoji/png/512/emoji_u1f92e.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2695.png']"
This is face_with_thermometer [EM] police_car_light.,This is critical illness.,U+1F912 U+1F6A8,1,0,CRISIS,797.png,🤒🚨,"['noto-emoji/png/512/emoji_u1f912.png', 'noto-emoji/png/512/emoji_u1f6a8.png']"
This is face_with_thermometer [EM] double_exclamation_mark.,This is critical illness.,U+1F912 U+203C U+FE0F,1,0,CRISIS,798.png,🤒‼️,"['noto-emoji/png/512/emoji_u1f912.png', 'noto-emoji/png/512/emoji_u203c.png']"
This is nauseated_face [EM] nauseated_face.,This is critical illness.,U+1F922 U+1F922,1,3,CRISIS,799.png,🤢🤢,"['noto-emoji/png/512/emoji_u1f922.png', 'noto-emoji/png/512/emoji_u1f922.png']"
This is face_vomiting [EM] face_with_thermometer [EM] thermometer [EM] thermometer.,This is critical illness.,U+1F92E U+1F912 U+1F321 U+FE0F U+1F321 U+FE0F,1,1,CRISIS,800.png,🤮🤒🌡️🌡️,"['noto-emoji/png/512/emoji_u1f92e.png', 'noto-emoji/png/512/emoji_u1f912.png', 'noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is balance_scale [EM] warning [EM] warning.,This is critical mass.,U+2696 U+FE0F U+26A0 U+FE0F U+26A0 U+FE0F,1,0,CRITICALITY,801.png,⚖️⚠️⚠️,"['noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u26a0.png', 'noto-emoji/png/512/emoji_u26a0.png']"
This is red_exclamation_mark [EM] balance_scale [EM] elephant.,This is critical mass.,U+2757 U+2696 U+FE0F U+1F418,1,0,CRITICALITY,802.png,❗⚖️🐘,"['noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u1f418.png']"
This is balance_scale [EM] woman_judge [EM] man_judge.,This is critical mass.,U+2696 U+FE0F U+1F469 U+200D U+2696 U+FE0F U+1F468 U+200D U+2696 U+FE0F,1,1,CRITICALITY,803.png,⚖️👩‍⚖️👨‍⚖️,"['noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2696.png']"
This is double_exclamation_mark [EM] balance_scale.,This is critical mass.,U+203C U+FE0F U+2696 U+FE0F,1,0,CRITICALITY,804.png,‼️⚖️,"['noto-emoji/png/512/emoji_u203c.png', 'noto-emoji/png/512/emoji_u2696.png']"
This is police_car_light [EM] woman_lifting_weights.,This is critical mass.,U+1F6A8 U+1F3CB U+FE0F U+200D U+2640 U+FE0F,1,1,CRITICALITY,805.png,🚨🏋️‍♀️,"['noto-emoji/png/512/emoji_u1f6a8.png', 'noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is pinching_hand [EM] atom_symbol [EM] red_exclamation_mark.,This is critical mass.,U+1F90F U+269B U+FE0F U+2757,1,0,CRITICALITY,806.png,🤏⚛️❗,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u269b.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is chart_increasing_with_yen [EM] chart_increasing_with_yen.,This is critical mass.,U+1F4B9 U+1F4B9,1,3,CRITICALITY,807.png,💹💹,"['noto-emoji/png/512/emoji_u1f4b9.png', 'noto-emoji/png/512/emoji_u1f4b9.png']"
This is balance_scale [EM] red_exclamation_mark [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is critical mass.,U+2696 U+FE0F U+2757 U+2757 U+2757,1,0,CRITICALITY,808.png,⚖️❗❗❗,"['noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is old_key [EM] chart_increasing.,This is critical stage.,U+1F5DD U+FE0F U+1F4C8,1,0,CRISIS,809.png,🗝️📈,"['noto-emoji/png/512/emoji_u1f5dd.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is check_mark [EM] thumbs_up [EM] cross_mark [EM] skull_and_crossbones.,This is critical stage.,U+2714 U+FE0F U+1F44D U+274C U+2620 U+FE0F,1,1,CRISIS,810.png,✔️👍❌☠️,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u2620.png']"
This is hospital.,This is critical stage.,U+1F3E5,1,4,CRISIS,811.png,🏥,['noto-emoji/png/512/emoji_u1f3e5.png']
This is double_exclamation_mark [EM] footprints.,This is critical stage.,U+203C U+FE0F U+1F463,1,1,CRISIS,812.png,‼️👣,"['noto-emoji/png/512/emoji_u203c.png', 'noto-emoji/png/512/emoji_u1f463.png']"
This is police_car_light [EM] crossed_fingers.,This is critical stage.,U+1F6A8 U+1F91E,1,1,CRISIS,813.png,🚨🤞,"['noto-emoji/png/512/emoji_u1f6a8.png', 'noto-emoji/png/512/emoji_u1f91e.png']"
This is chart_increasing [EM] red_exclamation_mark.,This is critical stage.,U+1F4C8 U+2757,1,0,CRISIS,814.png,📈❗,"['noto-emoji/png/512/emoji_u1f4c8.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is anxious_face_with_sweat [EM] anxious_face_with_sweat.,This is critical stage.,U+1F630 U+1F630,1,3,CRISIS,815.png,😰😰,"['noto-emoji/png/512/emoji_u1f630.png', 'noto-emoji/png/512/emoji_u1f630.png']"
This is chart_increasing [EM] chart_decreasing [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is critical stage.,U+1F4C8 U+1F4C9 U+2757 U+2757,1,0,CRISIS,816.png,📈📉❗❗,"['noto-emoji/png/512/emoji_u1f4c8.png', 'noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is thermometer [EM] warning.,This is critical temperature.,U+1F321 U+FE0F U+26A0 U+FE0F,1,0,CRITICALITY,817.png,🌡️⚠️,"['noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u26a0.png']"
This is red_exclamation_mark [EM] thermometer.,This is critical temperature.,U+2757 U+1F321 U+FE0F,1,0,CRITICALITY,818.png,❗🌡️,"['noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is face_with_thermometer [EM] hospital.,This is critical temperature.,U+1F912 U+20 U+1F3E5,1,1,CRITICALITY,819.png,🤒 🏥,"['noto-emoji/png/512/emoji_u1f912.png', 'noto-emoji/png/512/emoji_u1f3e5.png']"
This is hot_springs [EM] face_with_head-bandage.,This is critical temperature.,U+2668 U+FE0F U+1F915,1,1,CRITICALITY,820.png,♨️🤕,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f915.png']"
This is police_car_light [EM] thermometer.,This is critical temperature.,U+1F6A8 U+1F321,1,0,CRITICALITY,821.png,🚨🌡,"['noto-emoji/png/512/emoji_u1f6a8.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is thermometer [EM] red_exclamation_mark.,This is critical temperature.,U+1F321 U+FE0F U+2757,1,0,CRITICALITY,822.png,🌡️❗,"['noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is thermometer [EM] hushed_face.,This is critical temperature.,U+1F321 U+FE0F U+1F62F,1,1,CRITICALITY,823.png,🌡️😯,"['noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u1f62f.png']"
This is red_exclamation_mark [EM] red_exclamation_mark [EM] thermometer [EM] thermometer [EM] thermometer.,This is critical temperature.,U+2757 U+2757 U+1F321 U+FE0F U+1F321 U+FE0F U+1F321 U+FE0F,1,0,CRITICALITY,824.png,❗❗🌡️🌡️🌡️,"['noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u1f321.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is cross_mark [EM] red_question_mark [EM] warning [EM] warning.,This is critical shortage.,U+274C U+2753 U+26A0 U+FE0F U+26A0 U+FE0F,1,1,CRISIS,825.png,❌❓⚠️⚠️,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u2753.png', 'noto-emoji/png/512/emoji_u26a0.png', 'noto-emoji/png/512/emoji_u26a0.png']"
This is cross_mark [EM] bread [EM] skull_and_crossbones.,This is critical shortage.,U+274C U+1F35E U+2620 U+FE0F,1,0,CRISIS,826.png,❌🍞☠️,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f35e.png', 'noto-emoji/png/512/emoji_u2620.png']"
This is cross_mark [EM] bento_box [EM] cross_mark [EM] baby_bottle.,This is critical shortage.,U+274C U+1F371 U+20 U+274C U+20 U+1F37C,1,1,CRISIS,827.png,❌🍱 ❌ 🍼,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f371.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f37c.png']"
This is double_exclamation_mark [EM] shrimp [EM] squid [EM] bread [EM] kiwi_fruit.,This is critical shortage.,U+203C U+FE0F U+1F990 U+1F991 U+1F35E U+1F95D,1,1,CRISIS,828.png,‼️🦐🦑🍞🥝,"['noto-emoji/png/512/emoji_u203c.png', 'noto-emoji/png/512/emoji_u1f990.png', 'noto-emoji/png/512/emoji_u1f991.png', 'noto-emoji/png/512/emoji_u1f35e.png', 'noto-emoji/png/512/emoji_u1f95d.png']"
This is police_car_light [EM] chart_decreasing.,This is critical shortage.,U+1F6A8 U+1F4C9,1,0,CRISIS,829.png,🚨📉,"['noto-emoji/png/512/emoji_u1f6a8.png', 'noto-emoji/png/512/emoji_u1f4c9.png']"
This is red_exclamation_mark [EM] avocado [EM] red_apple [EM] cheese_wedge [EM] cooked_rice [EM] red_exclamation_mark [EM] sad_but_relieved_face.,This is critical shortage.,U+2757 U+1F951 U+1F34E U+1F9C0 U+1F35A U+2757 U+1F625,1,1,CRISIS,830.png,❗🥑🍎🧀🍚❗😥,"['noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u1f951.png', 'noto-emoji/png/512/emoji_u1f34e.png', 'noto-emoji/png/512/emoji_u1f9c0.png', 'noto-emoji/png/512/emoji_u1f35a.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u1f625.png']"
This is pinching_hand [EM] bread.,This is critical shortage.,U+1F90F U+1F35E,1,1,CRISIS,831.png,🤏🍞,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f35e.png']"
This is hourglass_done [EM] cross_mark [EM] basket.,This is critical shortage.,U+231B U+274C U+1F9FA,1,1,CRISIS,832.png,⌛❌🧺,"['noto-emoji/png/512/emoji_u231b.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f9fa.png']"
This is old_key [EM] warning [EM] warning.,This is critical element.,U+1F5DD U+FE0F U+26A0 U+FE0F U+26A0 U+FE0F,1,1,DISPENSABILITY,833.png,🗝️⚠️⚠️,"['noto-emoji/png/512/emoji_u1f5dd.png', 'noto-emoji/png/512/emoji_u26a0.png', 'noto-emoji/png/512/emoji_u26a0.png']"
This is fire [EM] droplet [EM] snowflake [EM] high_voltage [EM] dragon.,This is critical element.,U+1F525 U+1F4A7 U+2744 U+FE0F U+26A1 U+1F409,1,1,DISPENSABILITY,834.png,🔥💧❄️⚡🐉,"['noto-emoji/png/512/emoji_u1f525.png', 'noto-emoji/png/512/emoji_u1f4a7.png', 'noto-emoji/png/512/emoji_u2744.png', 'noto-emoji/png/512/emoji_u26a1.png', 'noto-emoji/png/512/emoji_u1f409.png']"
This is red_exclamation_mark [EM] person_walking.,This is critical element.,U+2757 U+20 U+1F6B6,1,0,DISPENSABILITY,835.png,❗ 🚶,"['noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u1f6b6.png']"
This is double_exclamation_mark [EM] rescue_worker’s_helmet.,This is critical element.,U+203C U+FE0F U+26D1 U+FE0F,1,0,DISPENSABILITY,836.png,‼️⛑️,"['noto-emoji/png/512/emoji_u203c.png', 'noto-emoji/png/512/emoji_u26d1.png']"
This is police_car_light [EM] police_car_light.,This is critical element.,U+1F6A8 U+1F6A8,1,3,DISPENSABILITY,837.png,🚨🚨,"['noto-emoji/png/512/emoji_u1f6a8.png', 'noto-emoji/png/512/emoji_u1f6a8.png']"
This is atom_symbol [EM] petri_dish [EM] double_exclamation_mark.,This is critical element.,U+269B U+FE0F U+1F9EB U+203C U+FE0F,1,0,DISPENSABILITY,838.png,⚛️🧫‼️,"['noto-emoji/png/512/emoji_u269b.png', 'noto-emoji/png/512/emoji_u1f9eb.png', 'noto-emoji/png/512/emoji_u203c.png']"
This is Japanese_bargain_button [EM] SOS_button.,This is critical element.,U+1F250 U+1F198,1,2,DISPENSABILITY,839.png,🉐🆘,"['noto-emoji/png/512/emoji_u1f250.png', 'noto-emoji/png/512/emoji_u1f198.png']"
This is woman_scientist [EM] red_exclamation_mark.,This is critical element.,U+1F469 U+200D U+1F52C U+2757,1,1,DISPENSABILITY,840.png,👩‍🔬❗,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f52c.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is pot_of_food [EM] pot_of_food [EM] thumbs_up.,This is thick soup.,U+1F372 U+1F372 U+1F44D,1,1,CONSISTENCY,889.png,🍲🍲👍,"['noto-emoji/png/512/emoji_u1f372.png', 'noto-emoji/png/512/emoji_u1f372.png', 'noto-emoji/png/512/emoji_u1f44d.png']"
