EN,EM,Description,Composition strategy,Attribute,positional sensitivity
cool relation,🧊👬,"[':ice:', ':men_holding_hands:']",Direct,EMOTIONALITY,3
cool relation,🆒🧑‍🤝‍🧑,"[':COOL_button:', ':people_holding_hands:']",Direct,EMOTIONALITY,3
cool relation,😎👬,"[':smiling_face_with_sunglasses:', ':men_holding_hands:']",Direct,EMOTIONALITY,3
cool relation,🤜🤛🤝,"[':right-facing_fist:', ':left-facing_fist:', ':handshake:']",Metaphorical,EMOTIONALITY,4
cool relation,🆒👫,"[':COOL_button:', ':woman_and_man_holding_hands:']",Direct,EMOTIONALITY,3
cool relation,😶🥶🙎,"[':face_without_mouth:', ':cold_face:', ':person_pouting:']",Direct,EMOTIONALITY,2
cool relation,🧊🧍‍♂️🧍‍♀️,"[':ice:', ':man_standing:', ':woman_standing:']",Metaphorical,EMOTIONALITY,3
cool relation,💨👬,"[':dashing_away:', ':men_holding_hands:']",Direct,EMOTIONALITY,3
cool reception,🧊🤝,"[':ice:', ':handshake:']",Direct,EMOTIONALITY,3
cool reception,🆒🏨🛎️☎️,"[':COOL_button:', ':hotel:', ':bellhop_bell:', ':telephone:']",Direct,EMOTIONALITY,2
cool reception,😎🎊,"[':smiling_face_with_sunglasses:', ':confetti_ball:']",Metaphorical,EMOTIONALITY,3
cool reception,🙂☺️👋,"[':slightly_smiling_face:', ':smiling_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY,2
cool reception,🆒💁,"[':COOL_button:', ':person_tipping_hand:']",Direct,EMOTIONALITY,3
cool reception,😐👋,"[':neutral_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY,3
cool reception,🧍‍♀️🎙️☎️,"[':woman_standing:', ':studio_microphone:', ':telephone:']",Metaphorical,EMOTIONALITY,3
cool reception,💨👩🖥,"[':dashing_away:', ':woman:', ':desktop_computer:']",Direct,EMOTIONALITY,4
cool room,🧊🏠,"[':ice:', ':house:']",Direct,TEMPERATURE,2
cool room,🆒🛋️,"[':COOL_button:', ':couch_and_lamp:']",Direct,TEMPERATURE,2
cool room,🌡️🥶🏠,"[':thermometer:', ':cold_face:', ':house:']",Direct,TEMPERATURE,2
cool room,🥶🧤🧣🌬️🧥🏠,"[':cold_face:', ':gloves:', ':scarf:', ':wind_face:', ':coat:', ':house:']",Metaphorical,TEMPERATURE,2
cool room,🆒🏠,"[':COOL_button:', ':house:']",Direct,TEMPERATURE,2
cool room,❄️💨🏠,"[':snowflake:', ':dashing_away:', ':house:']",Metaphorical,TEMPERATURE,2
cool room,🧊🏤,"[':ice:', ':post_office:']",Direct,TEMPERATURE,2
cool room,💨🛌,"[':dashing_away:', ':person_in_bed:']",Direct,TEMPERATURE,2
cool breeze,🧊🌬️,"[':ice:', ':wind_face:']",Metaphorical,TEMPERATURE,2
cool breeze,🆒🍃,"[':COOL_button:', ':leaf_fluttering_in_wind:']",Direct,TEMPERATURE,2
cool breeze,🥶💨,"[':cold_face:', ':dashing_away:']",Metaphorical,TEMPERATURE,2
cool breeze,❄️🌬️💨,"[':snowflake:', ':wind_face:', ':dashing_away:']",Metaphorical,TEMPERATURE,2
cool breeze,🆒🍃,"[':COOL_button:', ':leaf_fluttering_in_wind:']",Direct,TEMPERATURE,2
cool breeze,❄️💨,"[':snowflake:', ':dashing_away:']",Metaphorical,TEMPERATURE,2
cool breeze,🧊🌬️💨,"[':ice:', ':wind_face:', ':dashing_away:']",Metaphorical,TEMPERATURE,2
cool breeze,💨 💨,"[':dashing_away:', ':dashing_away:']",Reduplication,TEMPERATURE,1
inadequate income,❌💲💲,"[':cross_mark:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']",Direct,QUANTITY,2
inadequate income,⚠️💰,"[':warning:', ':money_bag:']",Direct,QUANTITY,3
inadequate income,😞💰,"[':disappointed_face:', ':money_bag:']",Direct,QUANTITY,3
inadequate income,💸,[':money_with_wings:'],Single,QUANTITY,1
inadequate income,❌💰👛,"[':cross_mark:', ':money_bag:', ':purse:']",Direct,QUANTITY,2
inadequate income,🤷💸🏘️,"[':person_shrugging:', ':money_with_wings:', ':houses:']",Metaphorical,QUANTITY,3
inadequate income,🤞💵,"[':crossed_fingers:', ':dollar_banknote:']",Direct,QUANTITY,3
inadequate income,📉💰,"[':chart_decreasing:', ':money_bag:']",Direct,QUANTITY,3
inadequate training,❌🧑‍🏫,"[':cross_mark:', ':teacher:']",Direct,ADEQUACY,3
inadequate training,⚠️🏃‍♀️💪🏋,"[':warning:', ':woman_running:', ':flexed_biceps:', ':person_lifting_weights:']",Metaphorical,ADEQUACY,2
inadequate training,😣👬👬👭,"[':persevering_face:', ':men_holding_hands:', ':men_holding_hands:', ':women_holding_hands:']",Direct,ADEQUACY,2
inadequate training,🤵🤵‍♂️❌,"[':person_in_tuxedo:', ':man_in_tuxedo:', ':cross_mark:']",Direct,ADEQUACY,3
inadequate training,❌🤼🤺,"[':cross_mark:', ':people_wrestling:', ':person_fencing:']",Direct,ADEQUACY,2
inadequate training,🤷🚈📋,"[':person_shrugging:', ':light_rail:', ':clipboard:']",Direct,ADEQUACY,3
inadequate training,👎🏋️‍♀️,"[':thumbs_down:', ':woman_lifting_weights:']",Metaphorical,ADEQUACY,3
inadequate training,🔻🙋🏻‍♀️🏣,"[':red_triangle_pointed_down:', ':woman_raising_hand_light_skin_tone:', ':Japanese_post_office:']",Metaphorical,ADEQUACY,4
inadequate staff,❌🤵,"[':cross_mark:', ':person_in_tuxedo:']",Direct,ADEQUACY,3
inadequate staff,⚠️🧑‍🏫👩‍🏫👨‍🏫,"[':warning:', ':teacher:', ':woman_teacher:', ':man_teacher:']",Direct,ADEQUACY,2
inadequate staff,😖👔,"[':confounded_face:', ':necktie:']",Metaphorical,ADEQUACY,3
inadequate staff,❌🧑‍💼👨‍💼,"[':cross_mark:', ':office_worker:', ':man_office_worker:']",Direct,ADEQUACY,2
inadequate staff,❌💁,"[':cross_mark:', ':person_tipping_hand:']",Direct,ADEQUACY,3
inadequate staff,🤷🧑‍💼0️⃣,"[':person_shrugging:', ':office_worker:', ':keycap_0:']",Direct,ADEQUACY,3
inadequate staff,🤏👬🧑‍🤝‍🧑,"[':pinching_hand:', ':men_holding_hands:', ':people_holding_hands:']",Direct,ADEQUACY,2
inadequate staff,🔻👩‍💼👨‍💼,"[':red_triangle_pointed_down:', ':woman_office_worker:', ':man_office_worker:']",Direct,ADEQUACY,3
idyllic life,🧖‍♀️💆‍♂️🧖‍♂️😇,"[':woman_in_steamy_room:', ':man_getting_massage:', ':man_in_steamy_room:', ':smiling_face_with_halo:']",Semantic list,PLEASANTNESS,1
idyllic life,👍🎉,"[':thumbs_up:', ':party_popper:']",Metaphorical,PLEASANTNESS,2
idyllic life,☺️🌈,"[':smiling_face:', ':rainbow:']",Metaphorical,PLEASANTNESS,3
idyllic life,💁💁‍♀️👜💸,"[':person_tipping_hand:', ':woman_tipping_hand:', ':handbag:', ':money_with_wings:']",Metaphorical,PLEASANTNESS,2
idyllic life,🎉🙌💯👨‍👩‍👧‍👦,"[':party_popper:', ':raising_hands:', ':hundred_points:', ':family_man_woman_girl_boy:']",Semantic list,PLEASANTNESS,2
idyllic life,👩🥱😴,"[':woman:', ':yawning_face:', ':sleeping_face:']",Metaphorical,PLEASANTNESS,2
idyllic life,😁🏡🛌,"[':beaming_face_with_smiling_eyes:', ':house_with_garden:', ':person_in_bed:']",Metaphorical,PLEASANTNESS,2
idyllic life,🕊️,[':dove:'],Single,PLEASANTNESS,1
idyllic spot,🖼️🌄,"[':framed_picture:', ':sunrise_over_mountains:']",Semantic list,PERFECTION,2
idyllic spot,👍🔦,"[':thumbs_up:', ':flashlight:']",Direct,PERFECTION,3
idyllic spot,✨🏞️,"[':sparkles:', ':national_park:']",Metaphorical,PERFECTION,2
idyllic spot,👍🙆🙆‍♀️💯,"[':thumbs_up:', ':person_gesturing_OK:', ':woman_gesturing_OK:', ':hundred_points:']",Metaphorical,PERFECTION,2
idyllic spot,🎉🙌💯🏖️,"[':party_popper:', ':raising_hands:', ':hundred_points:', ':beach_with_umbrella:']",Direct,PERFECTION,2
idyllic spot,👩🌴🧉,"[':woman:', ':palm_tree:', ':mate:']",Metaphorical,PERFECTION,3
idyllic spot,😁🌥️🍱🏕️,"[':beaming_face_with_smiling_eyes:', ':sun_behind_large_cloud:', ':bento_box:', ':camping:']",Metaphorical,PERFECTION,2
idyllic spot,😃🕶️🌴,"[':grinning_face_with_big_eyes:', ':sunglasses:', ':palm_tree:']",Metaphorical,PERFECTION,3
domestic worry,🏠🏛️👮‍♀️📈🇸🇬,"[':house:', ':classical_building:', ':woman_police_officer:', ':chart_increasing:', ':Singapore:']",Metaphorical,DOMESTICITY,2
domestic worry,🏠🥺,"[':house:', ':pleading_face:']",Direct,DOMESTICITY,3
domestic worry,🏠😖,"[':house:', ':confounded_face:']",Direct,DOMESTICITY,3
domestic worry,🏡🥺😟,"[':house_with_garden:', ':pleading_face:', ':worried_face:']",Direct,DOMESTICITY,2
domestic worry,🏠😟,"[':house:', ':worried_face:']",Direct,DOMESTICITY,3
domestic worry,👧😟😰,"[':girl:', ':worried_face:', ':anxious_face_with_sweat:']",Metaphorical,DOMESTICITY,2
domestic worry,😟🏚️💸🥣👶,"[':worried_face:', ':derelict_house:', ':money_with_wings:', ':bowl_with_spoon:', ':baby:']",Metaphorical,DOMESTICITY,2
domestic worry,🏠🙍‍♀️,"[':house:', ':woman_frowning:']",Direct,DOMESTICITY,3
domestic happiness,🏡🫂😊🏡,"[':house_with_garden:', ':people_hugging:', ':smiling_face_with_smiling_eyes:', ':house_with_garden:']",Direct,DOMESTICITY,3
domestic happiness,🏠😄,"[':house:', ':grinning_face_with_smiling_eyes:']",Direct,DOMESTICITY,3
domestic happiness,🏠🥰,"[':house:', ':smiling_face_with_hearts:']",Direct,DOMESTICITY,3
domestic happiness,🏡🥰👪👩‍👩‍👦👨‍👨‍👦👨‍👧👩‍👦,"[':house_with_garden:', ':smiling_face_with_hearts:', ':family:', ':family_woman_woman_boy:', ':family_man_man_boy:', ':family_man_girl:', ':family_woman_boy:']",Direct,DOMESTICITY,2
domestic happiness,🏠😃,"[':house:', ':grinning_face_with_big_eyes:']",Direct,DOMESTICITY,3
domestic happiness,👧😁😂,"[':girl:', ':beaming_face_with_smiling_eyes:', ':face_with_tears_of_joy:']",Semantic list,DOMESTICITY,1
domestic happiness,🏡🥰🍼👶💰,"[':house_with_garden:', ':smiling_face_with_hearts:', ':baby_bottle:', ':baby:', ':money_bag:']",Metaphorical,DOMESTICITY,2
domestic happiness,😀😃😄,"[':grinning_face:', ':grinning_face_with_big_eyes:', ':grinning_face_with_smiling_eyes:']",Semantic list,DOMESTICITY,1
domestic chore,🧹🍳🪠🛒🏠,"[':broom:', ':cooking:', ':plunger:', ':shopping_cart:', ':house:']",Metaphorical,DOMESTICITY,2
domestic chore,🏠⌨️,"[':house:', ':keyboard:']",Metaphorical,DOMESTICITY,3
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY,3
domestic chore,🧹🧼🧴😷,"[':broom:', ':soap:', ':lotion_bottle:', ':face_with_medical_mask:']",Semantic list,DOMESTICITY,1
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY,3
domestic chore,😤🧹🧽🗑️,"[':face_with_steam_from_nose:', ':broom:', ':sponge:', ':wastebasket:']",Metaphorical,DOMESTICITY,2
domestic chore,🏠😭🧹🗑️🧽🍽️🍽️,"[':house:', ':loudly_crying_face:', ':broom:', ':wastebasket:', ':sponge:', ':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']",Metaphorical,DOMESTICITY,2
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY,3
domestic animal,🏠🐄🐐🦮🐔🏠,"[':house:', ':cow:', ':goat:', ':guide_dog:', ':chicken:', ':house:']",Semantic list,TAMENESS,2
domestic animal,🏠🐕,"[':house:', ':dog:']",Direct,TAMENESS,3
domestic animal,🏠🐶🐱🐰🐹🐭,"[':house:', ':dog_face:', ':cat_face:', ':rabbit_face:', ':hamster:', ':mouse_face:']",Semantic list,TAMENESS,1
domestic animal,😺🐶,"[':grinning_cat:', ':dog_face:']",Semantic list,TAMENESS,1
domestic animal,🏠🐶🐱,"[':house:', ':dog_face:', ':cat_face:']",Semantic list,TAMENESS,1
domestic animal,🐶🐱🐰,"[':dog_face:', ':cat_face:', ':rabbit_face:']",Semantic list,TAMENESS,1
domestic animal,🏠🐶🐱😍,"[':house:', ':dog_face:', ':cat_face:', ':smiling_face_with_heart-eyes:']",Semantic list,TAMENESS,2
domestic animal,🏠🦮,"[':house:', ':guide_dog:']",Metaphorical,TAMENESS,3
ineffectual ruler,🤴👑📉👎,"[':prince:', ':crown:', ':chart_decreasing:', ':thumbs_down:']",Metaphorical,POTENCY,4
ineffectual ruler,👎📏,"[':thumbs_down:', ':straight_ruler:']",Direct,POTENCY,3
ineffectual ruler,👎🤴👸,"[':thumbs_down:', ':prince:', ':princess:']",Direct,POTENCY,2
ineffectual ruler,🧑‍💻👩‍💻👨‍💻👎👎,"[':technologist:', ':woman_technologist:', ':man_technologist:', ':thumbs_down:', ':thumbs_down:']",Direct,POTENCY,2
ineffectual ruler,❌🤴,"[':cross_mark:', ':prince:']",Direct,POTENCY,3
ineffectual ruler,😡👮,"[':pouting_face:', ':police_officer:']",Metaphorical,POTENCY,3
ineffectual ruler,🏰👑👎👎👎👬👭😡,"[':castle:', ':crown:', ':thumbs_down:', ':thumbs_down:', ':thumbs_down:', ':men_holding_hands:', ':women_holding_hands:', ':pouting_face:']",Metaphorical,POTENCY,3
ineffectual ruler,👑🙅,"[':crown:', ':person_gesturing_NO:']",Direct,POTENCY,3
ineffectual therapy,👂🧏‍♀️👎😒,"[':ear:', ':deaf_woman:', ':thumbs_down:', ':unamused_face:']",Metaphorical,UTILITY,4
ineffectual therapy,👎💆,"[':thumbs_down:', ':person_getting_massage:']",Direct,UTILITY,3
ineffectual therapy,👎🏥,"[':thumbs_down:', ':hospital:']",Direct,UTILITY,3
ineffectual therapy,🧑👂❌❌,"[':person:', ':ear:', ':cross_mark:', ':cross_mark:']",Metaphorical,UTILITY,4
ineffectual therapy,❌💆‍♂️👨‍⚕️,"[':cross_mark:', ':man_getting_massage:', ':man_health_worker:']",Direct,UTILITY,3
ineffectual therapy,🗒️❌💀,"[':spiral_notepad:', ':cross_mark:', ':skull:']",Direct,UTILITY,4
ineffectual therapy,👨‍⚕️🗣️🧠👎☹️,"[':man_health_worker:', ':speaking_head:', ':brain:', ':thumbs_down:', ':frowning_face:']",Metaphorical,UTILITY,4
ineffectual therapy,💊🙅‍♀️,"[':pill:', ':woman_gesturing_NO:']",Direct,UTILITY,3
intelligent question,🧠🤔,"[':brain:', ':thinking_face:']",Metaphorical,INTELLIGENCE,3
intelligent question,🧠❓💬,"[':brain:', ':red_question_mark:', ':speech_balloon:']",Direct,INTELLIGENCE,4
intelligent question,🙋🧠💭🧑‍🎓,"[':person_raising_hand:', ':brain:', ':thought_balloon:', ':student:']",Metaphorical,INTELLIGENCE,4
intelligent question,👨‍🎓❓️,"[':man_student:', ':red_question_mark:', '']",Direct,INTELLIGENCE,3
intelligent question,💡🗣❓,"[':light_bulb:', ':speaking_head:', ':red_question_mark:']",Direct,INTELLIGENCE,4
intelligent question,🤔🤓❓,"[':thinking_face:', ':nerd_face:', ':red_question_mark:']",Direct,INTELLIGENCE,3
intelligent question,🧑‍🎓🧠❓,"[':student:', ':brain:', ':red_question_mark:']",Direct,INTELLIGENCE,3
intelligent question,🧐❓,"[':face_with_monocle:', ':red_question_mark:']",Direct,INTELLIGENCE,3
intelligent life,👍👨‍🏫,"[':thumbs_up:', ':man_teacher:']",Metaphorical,INTELLIGENCE,3
intelligent life,🧍🧍‍♀️🧍‍♂️,"[':person_standing:', ':woman_standing:', ':man_standing:']",Semantic list,INTELLIGENCE,1
intelligent life,🧑‍🎓🤓,"[':student:', ':nerd_face:']",Metaphorical,INTELLIGENCE,2
intelligent life,🎓👽,"[':graduation_cap:', ':alien:']",Metaphorical,INTELLIGENCE,3
intelligent life,🤖🐾,"[':robot:', ':paw_prints:']",Metaphorical,INTELLIGENCE,3
intelligent life,🤓🐶🦊🐻🦑🌳🐳🤓,"[':nerd_face:', ':dog_face:', ':fox:', ':bear:', ':squid:', ':deciduous_tree:', ':spouting_whale:', ':nerd_face:']",Semantic list,INTELLIGENCE,1
intelligent life,👨‍🔬🔬🧫🦠🧠🧠,"[':man_scientist:', ':microscope:', ':petri_dish:', ':microbe:', ':brain:', ':brain:']",Semantic list,INTELLIGENCE,2
intelligent life,🤔🤷‍♀️,"[':thinking_face:', ':woman_shrugging:']",Metaphorical,INTELLIGENCE,3
intelligent solution,🧠💡,"[':brain:', ':light_bulb:']",Direct,REASONABLENESS,3
intelligent solution,🧠❗❗,"[':brain:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Metaphorical,REASONABLENESS,2
intelligent solution,🤓🔍,"[':nerd_face:', ':magnifying_glass_tilted_left:']",Metaphorical,REASONABLENESS,3
intelligent solution,🎓🧪,"[':graduation_cap:', ':test_tube:']",Metaphorical,REASONABLENESS,3
intelligent solution,💡✅,"[':light_bulb:', ':check_mark_button:']",Metaphorical,REASONABLENESS,3
intelligent solution,🤓💡,"[':nerd_face:', ':light_bulb:']",Direct,REASONABLENESS,3
intelligent solution,🤔💭💡🧠,"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':brain:']",Direct,REASONABLENESS,4
intelligent solution,🧠💯,"[':brain:', ':hundred_points:']",Metaphorical,REASONABLENESS,3
constant lover,🙍‍♀️❤️🙍‍♂️♾️,"[':woman_frowning:', ':red_heart:', ':man_frowning:', ':infinity:']",Metaphorical,CONSTANCY,5
constant lover,🔂💑👩‍❤️‍👨👩‍❤️‍👩,"[':repeat_single_button:', ':couple_with_heart:', ':couple_with_heart_woman_man:', ':couple_with_heart_woman_woman:']",Direct,CONSTANCY,2
constant lover,💍👰‍♂️👰‍♀️🤵‍♂️💑,"[':ring:', ':man_with_veil:', ':woman_with_veil:', ':man_in_tuxedo:', ':couple_with_heart:']",Metaphorical,CONSTANCY,2
constant lover,❤️🧓👵,"[':red_heart:', ':older_person:', ':old_woman:']",Metaphorical,CONSTANCY,3
constant lover,🕰💤🫂,"[':mantelpiece_clock:', ':zzz:', ':people_hugging:']",Metaphorical,CONSTANCY,3
constant lover,💘👩‍❤️‍👨🔃,"[':heart_with_arrow:', ':couple_with_heart_woman_man:', ':clockwise_vertical_arrows:']",Direct,CONSTANCY,4
constant lover,👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,"[':men_holding_hands:', ':kiss_man_man:', ':hourglass_not_done:', ':hourglass_done:', ':revolving_hearts:', ':man_white_hair:', ':man_white_hair:']",Metaphorical,CONSTANCY,4
constant lover,💑😁,"[':couple_with_heart:', ':beaming_face_with_smiling_eyes:']",Metaphorical,CONSTANCY,3
constant pain,♾️💔,"[':infinity:', ':broken_heart:']",Direct,CONTINUITY,3
constant pain,🔂😖,"[':repeat_single_button:', ':confounded_face:']",Direct,CONTINUITY,3
constant pain,🤕🧑‍⚕️,"[':face_with_head-bandage:', ':health_worker:']",Metaphorical,CONTINUITY,3
constant pain,😟😟😟😟😟😟,"[':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:']",Reduplication,CONTINUITY,1
constant pain,⏳😣🤕,"[':hourglass_not_done:', ':persevering_face:', ':face_with_head-bandage:']",Metaphorical,CONTINUITY,3
constant pain,🔃🤕,"[':clockwise_vertical_arrows:', ':face_with_head-bandage:']",Direct,CONTINUITY,3
constant pain,🦴🔨🧑‍🦽⏳😭,"[':bone:', ':hammer:', ':person_in_manual_wheelchair:', ':hourglass_not_done:', ':loudly_crying_face:']",Metaphorical,CONTINUITY,4
constant pain,😥💉🤕,"[':sad_but_relieved_face:', ':syringe:', ':face_with_head-bandage:']",Metaphorical,CONTINUITY,3
internal organ,🧠👨‍⚕️🩺,"[':brain:', ':man_health_worker:', ':stethoscope:']",Metaphorical,POSITION,2
internal organ,🧠👀🫀,"[':brain:', ':eyes:', ':anatomical_heart:']",Semantic list,POSITION,1
internal organ,🫀🧠🫁,"[':anatomical_heart:', ':brain:', ':lungs:']",Semantic list,POSITION,1
internal organ,🫀🫁,"[':anatomical_heart:', ':lungs:']",Semantic list,POSITION,1
internal organ,🫁🫀,"[':lungs:', ':anatomical_heart:']",Semantic list,POSITION,1
internal organ,🧠🫀🫁,"[':brain:', ':anatomical_heart:', ':lungs:']",Semantic list,POSITION,1
internal organ,👨‍💼👈🧠🫀🫁,"[':man_office_worker:', ':backhand_index_pointing_left:', ':brain:', ':anatomical_heart:', ':lungs:']",Metaphorical,POSITION,4
internal organ,💉🧬,"[':syringe:', ':dna:']",Direct,POSITION,3
internal sense,💭💭,"[':thought_balloon:', ':thought_balloon:']",Reduplication,INWARDNESS,1
internal sense,🧬☮️,"[':dna:', ':peace_symbol:']",Metaphorical,INWARDNESS,3
internal sense,🤔🤷,"[':thinking_face:', ':person_shrugging:']",Metaphorical,INWARDNESS,3
internal sense,🧘‍♀️,[':woman_in_lotus_position:'],Single,INWARDNESS,1
internal sense,🧐🔮,"[':face_with_monocle:', ':crystal_ball:']",Metaphorical,INWARDNESS,3
internal sense,👉👀👈,"[':backhand_index_pointing_right:', ':eyes:', ':backhand_index_pointing_left:']",Metaphorical,INWARDNESS,5
internal sense,👨👈💭,"[':man:', ':backhand_index_pointing_left:', ':thought_balloon:']",Metaphorical,INWARDNESS,5
internal sense,🤓🧠,"[':nerd_face:', ':brain:']",Metaphorical,INWARDNESS,3
internal mechanism,📲🕹️👩‍💻,"[':mobile_phone_with_arrow:', ':joystick:', ':woman_technologist:']",Metaphorical,POSITION,2
internal mechanism,🧬⚙️,"[':dna:', ':gear:']",Metaphorical,POSITION,3
internal mechanism,☸️,[':wheel_of_dharma:'],Single,POSITION,1
internal mechanism,⚙️⚙️⚙️,"[':gear:', ':gear:', ':gear:']",Reduplication,POSITION,1
internal mechanism,🔃⚙️,"[':clockwise_vertical_arrows:', ':gear:']",Direct,POSITION,3
internal mechanism,👉⚙️⚙️👈,"[':backhand_index_pointing_right:', ':gear:', ':gear:', ':backhand_index_pointing_left:']",Metaphorical,POSITION,5
internal mechanism,😷🦠💊⚔️,"[':face_with_medical_mask:', ':microbe:', ':pill:', ':crossed_swords:']",Metaphorical,POSITION,3
internal mechanism,🦿👩‍🔧,"[':mechanical_leg:', ':woman_mechanic:']",Metaphorical,POSITION,3
dry paint,❌💦🎨,"[':cross_mark:', ':sweat_droplets:', ':artist_palette:']",Direct,WETNESS,4
dry paint,🖌️🙅💦,"[':paintbrush:', ':person_gesturing_NO:', ':sweat_droplets:']",Direct,WETNESS,4
dry paint,🏜️🎨,"[':desert:', ':artist_palette:']",Direct,WETNESS,3
dry paint,🚱🎨,"[':non-potable_water:', ':artist_palette:']",Direct,WETNESS,3
dry paint,🌪️🎨,"[':tornado:', ':artist_palette:']",Metaphorical,WETNESS,3
dry paint,🌬️💅,"[':wind_face:', ':nail_polish:']",Metaphorical,WETNESS,4
dry paint,☀️🎨,"[':sun:', ':artist_palette:']",Metaphorical,WETNESS,3
dry paint,♨️🖌️,"[':hot_springs:', ':paintbrush:']",Direct,WETNESS,3
dry land,🏜️,[':desert:'],Single,WETNESS,1
dry land,🏝️🏙️☀️,"[':desert_island:', ':cityscape:', ':sun:']",Metaphorical,WETNESS,2
dry land,🏜️🏝️,"[':desert:', ':desert_island:']",Semantic list,WETNESS,1
dry land,🥵🏜 🚫 🆒,"[':hot_face:', ':desert:', ':prohibited:', ':COOL_button:']",Metaphorical,WETNESS,4
dry land,🌪️ 🏝️,"[':tornado:', ':desert_island:']",Metaphorical,WETNESS,3
dry land,⛱️🏝️,"[':umbrella_on_ground:', ':desert_island:']",Metaphorical,WETNESS,3
dry land,☀️🏜,"[':sun:', ':desert:']",Metaphorical,WETNESS,3
dry land,♨️🌇,"[':hot_springs:', ':sunset:']",Metaphorical,WETNESS,3
dry critique,🏜️🤬,"[':desert:', ':face_with_symbols_on_mouth:']",Direct,EMOTIONALITY,3
dry critique,🙎‍♂️🗣️💬,"[':man_pouting:', ':speaking_head:', ':speech_balloon:']",Metaphorical,EMOTIONALITY,4
dry critique,🏜️🗣️,"[':desert:', ':speaking_head:']",Direct,EMOTIONALITY,3
dry critique,😩🙄✍🏻📝,"[':weary_face:', ':face_with_rolling_eyes:', ':writing_hand_light_skin_tone:', ':memo:']",Metaphorical,EMOTIONALITY,4
dry critique,😤😞,"[':face_with_steam_from_nose:', ':disappointed_face:']",Metaphorical,EMOTIONALITY,2
dry critique,👎🗣️,"[':thumbs_down:', ':speaking_head:']",Direct,EMOTIONALITY,3
dry critique,☀️🤬,"[':sun:', ':face_with_symbols_on_mouth:']",Direct,EMOTIONALITY,3
dry critique,♨️🧑‍🏫,"[':hot_springs:', ':teacher:']",Direct,EMOTIONALITY,3
dry greeting,🏜️🥳,"[':desert:', ':partying_face:']",Direct,EMOTIONALITY,3
dry greeting,👋😒😐😑,"[':waving_hand:', ':unamused_face:', ':neutral_face:', ':expressionless_face:']",Metaphorical,EMOTIONALITY,2
dry greeting,🏜️🙋‍♀️,"[':desert:', ':woman_raising_hand:']",Direct,EMOTIONALITY,3
dry greeting,😶😐😑👋,"[':face_without_mouth:', ':neutral_face:', ':expressionless_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY,2
dry greeting,🙋😑😑😑,"[':person_raising_hand:', ':expressionless_face:', ':expressionless_face:', ':expressionless_face:']",Metaphorical,EMOTIONALITY,2
dry greeting,👋🙄,"[':waving_hand:', ':face_with_rolling_eyes:']",Metaphorical,EMOTIONALITY,3
dry greeting,☀️🙋🏻‍♀️,"[':sun:', ':woman_raising_hand_light_skin_tone:']",Direct,EMOTIONALITY,3
dry greeting,♨️👋,"[':hot_springs:', ':waving_hand:']",Direct,EMOTIONALITY,3
dry climate,🏜️,[':desert:'],Single,WETNESS,1
dry climate,☀️☀️☀️🥵,"[':sun:', ':sun:', ':sun:', ':hot_face:']",Metaphorical,WETNESS,1
dry climate,🏜️☀️,"[':desert:', ':sun:']",Metaphorical,WETNESS,3
dry climate,🚱🏜🌵,"[':non-potable_water:', ':desert:', ':cactus:']",Metaphorical,WETNESS,3
dry climate,🌵🥵🥵🥵🥵,"[':cactus:', ':hot_face:', ':hot_face:', ':hot_face:', ':hot_face:']",Metaphorical,WETNESS,2
dry climate,☀️🌬️,"[':sun:', ':wind_face:']",Metaphorical,WETNESS,3
dry climate,🌵🌡,"[':cactus:', ':thermometer:']",Metaphorical,WETNESS,3
dry climate,♨️🌎🌡️,"[':hot_springs:', ':globe_showing_Americas:', ':thermometer:']",Metaphorical,WETNESS,3
effective step,👍🪜,"[':thumbs_up:', ':ladder:']",Metaphorical,EFFECTIVENESS,3
effective step,👍👣➡️,"[':thumbs_up:', ':footprints:', ':right_arrow:']",Direct,EFFECTIVENESS,4
effective step,👏🪜,"[':clapping_hands:', ':ladder:']",Metaphorical,EFFECTIVENESS,3
effective step,👍👣💡💬,"[':thumbs_up:', ':footprints:', ':light_bulb:', ':speech_balloon:']",Metaphorical,EFFECTIVENESS,4
effective step,💯💯💯✨,"[':hundred_points:', ':hundred_points:', ':hundred_points:', ':sparkles:']",Metaphorical,EFFECTIVENESS,1
effective step,👍🚶,"[':thumbs_up:', ':person_walking:']",Direct,EFFECTIVENESS,3
effective step,💨🪜,"[':dashing_away:', ':ladder:']",Metaphorical,EFFECTIVENESS,3
effective step,👍👣,"[':thumbs_up:', ':footprints:']",Direct,EFFECTIVENESS,3
